Class ID,Recognition filename,Detection filename,Comment
25,025/06.png,train/0119.png,
25,025/07.png,train/0120.png,
25,025/08.png,train/0121.png,
25,025/09.png,train/0122.png,
25,025/02.png,train/0123.png,
25,025/10.png,train/0124.png,
25,025/03.png,test/0043.png,
26,026/01.png,test/0044.png,
26,026/04.png,test/0045.png,
26,026/05.png,train/0125.png,
26,026/02.png,train/0126.png,
26,026/06.png,train/0127.png,
26,026/07.png,train/0128.png,
26,026/08.png,train/0129.png,
26,026/09.png,train/0130.png,
26,026/10.png,train/0131.png,
26,026/03.png,train/0133.png,
27,027/03.png,train/0134.png,
27,027/04.png,test/0046.png,
27,027/05.png,test/0047.png,
27,027/01.png,test/0048.png,
27,027/06.png,train/0135.png,
27,027/07.png,train/0136.png,
27,027/08.png,train/0137.png,
27,027/09.png,train/0138.png,
27,027/10.png,train/0139.png,
27,027/02.png,train/0141.png,
28,028/05.png,train/0142.png,
28,028/06.png,train/0143.png,
28,028/01.png,train/0144.png,
28,028/07.png,test/0049.png,
28,028/08.png,test/0050.png,
28,028/02.png,test/0051.png,
28,028/09.png,train/0145.png,
28,028/03.png,train/0146.png,
28,028/10.png,train/0147.png,
28,028/04.png,train/0149.png,
29,029/01.png,train/0150.png,
29,029/05.png,train/0151.png,
29,029/06.png,train/0152.png,
29,029/07.png,train/0153.png,
29,029/08.png,train/0154.png,
29,029/02.png,test/0052.png,
29,029/09.png,test/0053.png,
29,029/10.png,test/0054.png,
29,029/03.png,train/0155.png,
29,029/04.png,train/0157.png,
30,030/03.png,train/0158.png,
30,030/01.png,train/0159.png,
30,030/04.png,train/0160.png,
30,030/05.png,train/0161.png,
30,030/06.png,train/0162.png,
30,030/07.png,train/0163.png,
30,030/08.png,train/0164.png,
30,030/09.png,test/0055.png,
30,030/10.png,test/0056.png,
30,030/02.png,test/0057.png,
31,031/01.png,train/0167.png,
31,031/04.png,train/0168.png,
31,031/05.png,train/0169.png,
31,031/02.png,train/0170.png,
31,031/06.png,train/0171.png,
31,031/07.png,train/0172.png,
31,031/08.png,train/0173.png,
31,031/09.png,train/0174.png,
31,031/10.png,train/0175.png,
31,031/03.png,test/0058.png,
32,032/01.png,test/0059.png,
32,032/04.png,test/0060.png,
32,032/02.png,train/0177.png,
32,032/05.png,train/0178.png,
32,032/06.png,train/0179.png,
32,032/07.png,train/0180.png,
32,032/08.png,train/0181.png,
32,032/09.png,train/0182.png,
32,032/10.png,train/0183.png,
32,032/03.png,train/0185.png,
33,033/04.png,train/0186.png,
33,033/05.png,test/0061.png,
33,033/01.png,test/0062.png,
33,033/06.png,test/0063.png,
33,033/07.png,train/0187.png,
33,033/08.png,train/0188.png,
33,033/09.png,train/0189.png,
33,033/02.png,train/0190.png,
33,033/10.png,train/0191.png,
33,033/03.png,train/0193.png,
34,034/05.png,train/0194.png,
34,034/06.png,train/0195.png,
34,034/07.png,train/0196.png,
34,034/01.png,test/0064.png,
34,034/08.png,test/0065.png,
34,034/02.png,test/0066.png,
34,034/09.png,train/0197.png,
34,034/10.png,train/0198.png,
34,034/03.png,train/0199.png,
34,034/04.png,train/0201.png,
35,035/01.png,train/0202.png,
35,035/02.png,train/0203.png,
35,035/03.png,train/0204.png,
35,035/04.png,train/0205.png,
35,035/05.png,train/0206.png,
35,035/06.png,test/0067.png,
35,035/07.png,test/0068.png,
35,035/08.png,test/0069.png,
35,035/09.png,train/0207.png,
35,035/10.png,train/0208.png,
36,036/03.png,train/0209.png,
36,036/04.png,train/0210.png,
36,036/05.png,train/0211.png,
36,036/06.png,train/0212.png,
36,036/07.png,train/0213.png,
36,036/08.png,train/0214.png,
36,036/09.png,train/0215.png,
36,036/10.png,test/0071.png,
36,036/01.png,test/0072.png,
36,036/02.png,test/0074.png,
37,037/01.png,train/0216.png,
37,037/02.png,train/0217.png,
37,037/03.png,train/0218.png,
37,037/04.png,train/0219.png,
37,037/05.png,train/0220.png,
37,037/06.png,train/0221.png,
37,037/07.png,train/0222.png,
37,037/08.png,train/0223.png,
37,037/09.png,train/0224.png,
37,037/10.png,test/0076.png,
38,038/02.png,test/0077.png,
38,038/03.png,test/0078.png,
38,038/04.png,train/0225.png,
38,038/05.png,train/0226.png,
38,038/06.png,train/0227.png,
38,038/07.png,train/0228.png,
38,038/08.png,train/0229.png,
38,038/09.png,train/0230.png,
38,038/10.png,train/0231.png,
38,038/01.png,train/0233.png,
39,039/02.png,train/0234.png,
39,039/03.png,test/0079.png,
39,039/04.png,test/0080.png,
39,039/05.png,test/0081.png,
39,039/06.png,train/0235.png,
39,039/07.png,train/0236.png,
39,039/08.png,train/0237.png,
39,039/09.png,train/0238.png,
39,039/10.png,train/0239.png,
39,039/01.png,train/0241.png,
40,040/01.png,train/0242.png,
40,040/02.png,train/0243.png,
40,040/05.png,train/0244.png,
40,040/06.png,test/0082.png,
40,040/03.png,test/0083.png,
40,040/07.png,test/0084.png,
40,040/08.png,train/0245.png,
40,040/09.png,train/0246.png,
40,040/10.png,train/0247.png,
40,040/04.png,train/0250.png,
41,041/01.png,train/0251.png,
41,041/03.png,train/0252.png,
41,041/04.png,train/0253.png,
41,041/05.png,train/0254.png,
41,041/06.png,train/0255.png,
41,041/07.png,test/0085.png,
41,041/08.png,test/0086.png,
41,041/09.png,test/0087.png,
41,041/10.png,train/0256.png,
41,041/02.png,train/0258.png,
42,042/02.png,train/0259.png,
42,042/03.png,train/0260.png,
42,042/04.png,train/0261.png,
42,042/05.png,train/0262.png,
42,042/06.png,train/0263.png,
42,042/07.png,train/0264.png,
42,042/08.png,train/0265.png,
42,042/09.png,test/0088.png,
42,042/10.png,test/0089.png,
42,042/01.png,test/0090.png,
43,043/01.png,train/0267.png,
43,043/02.png,train/0268.png,
43,043/03.png,train/0269.png,
43,043/04.png,train/0270.png,
43,043/05.png,train/0271.png,
43,043/06.png,train/0272.png,
43,043/07.png,train/0273.png,
43,043/08.png,train/0274.png,
43,043/09.png,train/0275.png,
43,043/10.png,test/0091.png,
44,044/02.png,test/0092.png,
44,044/03.png,test/0093.png,
44,044/04.png,train/0277.png,
44,044/05.png,train/0278.png,
44,044/06.png,train/0279.png,
44,044/07.png,train/0280.png,
44,044/08.png,train/0281.png,
44,044/09.png,train/0282.png,
44,044/01.png,train/0283.png,
44,044/03.png,train/0285.png,
45,045/01.png,train/0286.png,
45,045/02.png,test/0094.png,
45,045/03.png,test/0095.png,Cut in half
45,045/04.png,test/0096.png,Cut out
45,045/05.png,train/0287.png,
45,045/06.png,train/0288.png,
45,045/07.png,train/0289.png,
45,045/08.png,train/0290.png,
45,045/09.png,train/0291.png,
45,045/10.png,train/0293.png,
46,046/03.png,train/0294.png,
46,046/04.png,train/0295.png,
46,046/01.png,train/0296.png,
46,046/05.png,test/0097.png,
46,046/02.png,test/0098.png,
46,046/06.png,test/0099.png,
46,046/07.png,train/0297.png,
46,046/08.png,train/0298.png,
46,046/09.png,train/0299.png,
46,046/10.png,train/0301.png,
47,047/01.png,train/0302.png,
47,047/05.png,train/0303.png,
47,047/06.png,train/0304.png,
47,047/07.png,train/0305.png,
47,047/08.png,train/0306.png,
47,047/09.png,test/0100.png,
47,047/10.png,test/0101.png,
47,047/02.png,test/0102.png,
47,047/03.png,train/0307.png,
47,047/04.png,train/0308.png,
48,048/01.png,train/0309.png,
48,048/04.png,train/0310.png,
48,048/05.png,train/0311.png,
48,048/06.png,train/0312.png,
48,048/07.png,train/0313.png,
48,048/08.png,train/0314.png,
48,048/02.png,train/0315.png,
48,048/09.png,test/0104.png,
48,048/10.png,test/0105.png,
48,048/03.png,test/0107.png,
49,049/01.png,train/0316.png,
49,049/02.png,train/0317.png,
49,049/03.png,train/0318.png,
49,049/04.png,train/0319.png,
49,049/05.png,train/0320.png,
49,049/06.png,train/0321.png,
49,049/07.png,train/0322.png,
49,049/08.png,train/0323.png,
49,049/09.png,train/0324.png,
49,049/10.png,test/0109.png,
50,050/03.png,test/0110.png,
50,050/04.png,test/0111.png,
50,050/05.png,train/0325.png,
50,050/06.png,train/0326.png,
50,050/07.png,train/0327.png,
50,050/08.png,train/0328.png,
50,050/09.png,train/0329.png,
50,050/01.png,train/0330.png,
50,050/10.png,train/0331.png,
50,050/02.png,train/0334.png,
51,051/03.png,train/0335.png,
51,051/04.png,test/0112.png,
51,051/05.png,test/0113.png,
51,051/06.png,test/0114.png,
51,051/07.png,train/0336.png,
51,051/08.png,train/0337.png,
51,051/01.png,train/0338.png,
51,051/09.png,train/0339.png,
51,051/10.png,train/0340.png,
51,051/02.png,train/0342.png,
52,052/01.png,train/0343.png,
52,052/04.png,train/0344.png,
52,052/05.png,train/0345.png,
52,052/06.png,test/0115.png,
52,052/07.png,test/0116.png,
52,052/08.png,test/0117.png,
52,052/09.png,train/0346.png,
52,052/10.png,train/0347.png,
52,052/02.png,train/0348.png,
52,052/03.png,train/0350.png,
53,053/01.png,train/0351.png,
53,053/02.png,train/0352.png,
53,053/03.png,train/0353.png,
53,053/04.png,train/0354.png,
53,053/05.png,train/0355.png,
53,053/06.png,test/0118.png,
53,053/07.png,test/0119.png,
53,053/08.png,test/0120.png,
53,053/09.png,train/0356.png,
53,053/10.png,train/0358.png,
54,054/05.png,train/0359.png,
54,054/06.png,train/0360.png,
54,054/01.png,train/0361.png,
54,054/07.png,train/0362.png,
54,054/08.png,train/0363.png,
54,054/09.png,train/0364.png,
54,054/10.png,train/0365.png,
54,054/02.png,test/0121.png,
54,054/03.png,test/0122.png,
54,054/04.png,test/0123.png,
55,055/01.png,train/0367.png,
55,055/03.png,train/0368.png,
55,055/04.png,train/0369.png,
55,055/05.png,train/0370.png,
55,055/06.png,train/0371.png,
55,055/07.png,train/0372.png,
55,055/08.png,train/0373.png,
55,055/02.png,train/0374.png,
55,055/09.png,train/0375.png,
55,055/10.png,test/0124.png,
56,056/02.png,test/0125.png,
56,056/03.png,test/0126.png,
56,056/04.png,train/0377.png,
56,056/01.png,train/0378.png,
56,056/05.png,train/0379.png,
56,056/06.png,train/0380.png,
56,056/07.png,train/0381.png,
56,056/08.png,train/0382.png,
56,056/09.png,train/0383.png,
56,056/10.png,train/0385.png,
57,057/02.png,train/0386.png,
57,057/03.png,test/0127.png,
57,057/04.png,test/0128.png,
57,057/05.png,test/0129.png,
57,057/06.png,train/0387.png,
57,057/07.png,train/0388.png,
57,057/08.png,train/0389.png,
57,057/09.png,train/0390.png,
57,057/01.png,train/0391.png,
57,057/10.png,train/0393.png,
58,058/01.png,train/0394.png,
58,058/04.png,train/0395.png,
58,058/05.png,train/0396.png,
58,058/06.png,test/0130.png,
58,058/07.png,test/0131.png,
58,058/08.png,test/0132.png,
58,058/09.png,train/0397.png,
58,058/10.png,train/0398.png,
58,058/02.png,train/0399.png,
58,058/03.png,train/0401.png,
59,059/01.png,train/0402.png,
59,059/03.png,train/0403.png,
59,059/04.png,train/0404.png,
59,059/05.png,train/0405.png,
59,059/06.png,train/0406.png,
59,059/07.png,test/0133.png,
59,059/08.png,test/0134.png,
59,059/09.png,test/0135.png,
59,059/10.png,train/0407.png,
59,059/02.png,train/0408.png,
60,060/01.png,train/0409.png,
60,060/05.png,train/0410.png,
60,060/02.png,train/0411.png,
60,060/06.png,train/0412.png,
60,060/03.png,train/0413.png,
60,060/07.png,train/0414.png,
60,060/08.png,train/0415.png,
60,060/09.png,test/0137.png,
60,060/04.png,test/0138.png,
60,060/10.png,test/0140.png,
61,061/05.png,train/0417.png,
61,061/06.png,train/0418.png,
61,061/07.png,train/0419.png,
61,061/01.png,train/0420.png,
61,061/02.png,train/0421.png,
61,061/08.png,train/0422.png,
61,061/09.png,train/0423.png,
61,061/10.png,train/0424.png,
61,061/03.png,train/0425.png,
61,061/04.png,test/0142.png,
62,062/01.png,test/0143.png,
62,062/04.png,test/0144.png,
62,062/05.png,train/0426.png,
62,062/02.png,train/0427.png,
62,062/06.png,train/0428.png,
62,062/07.png,train/0429.png,
62,062/08.png,train/0430.png,
62,062/09.png,train/0431.png,
62,062/10.png,train/0432.png,
62,062/03.png,train/0434.png,
63,063/03.png,train/0435.png,
63,063/04.png,test/0145.png,
63,063/05.png,test/0146.png,
63,063/06.png,test/0147.png,
63,063/07.png,train/0436.png,
63,063/08.png,train/0437.png,
63,063/09.png,train/0438.png,
63,063/10.png,train/0439.png,
63,063/01.png,train/0440.png,
63,063/02.png,train/0442.png,
64,064/03.png,train/0443.png,
64,064/04.png,train/0444.png,
64,064/05.png,train/0445.png,
64,064/06.png,test/0148.png,
64,064/07.png,test/0149.png,
64,064/08.png,test/0150.png,
64,064/09.png,train/0446.png,
64,064/01.png,train/0447.png,
64,064/10.png,train/0448.png,
64,064/02.png,train/0450.png,
65,065/01.png,train/0451.png,
65,065/05.png,train/0452.png,
65,065/06.png,train/0453.png,
65,065/02.png,train/0454.png,
65,065/07.png,train/0455.png,
65,065/08.png,test/0151.png,
65,065/09.png,test/0152.png,
65,065/10.png,test/0153.png,
65,065/03.png,train/0456.png,
65,065/04.png,train/0457.png,
66,066/01.png,train/0458.png,
66,066/03.png,train/0459.png,
66,066/04.png,train/0460.png,
66,066/05.png,train/0461.png,
66,066/06.png,train/0462.png,
66,066/07.png,train/0463.png,
66,066/08.png,train/0464.png,
66,066/09.png,test/0154.png,
66,066/10.png,test/0155.png,
66,066/02.png,test/0156.png,
67,067/01.png,train/0466.png,
67,067/05.png,train/0467.png,
67,067/06.png,train/0468.png,
67,067/07.png,train/0469.png,
67,067/08.png,train/0470.png,
67,067/02.png,train/0471.png,
67,067/09.png,train/0472.png,
67,067/10.png,train/0473.png,
67,067/03.png,train/0474.png,
67,067/04.png,train/0750.png,
68,068/01.png,test/0157.png,
68,068/02.png,test/0158.png,
68,068/03.png,train/0476.png,
68,068/04.png,train/0477.png,
68,068/05.png,train/0478.png,
68,068/06.png,train/0479.png,
68,068/07.png,train/0480.png,
68,068/08.png,train/0481.png,Outer area cut
68,068/09.png,train/0482.png,
68,068/10.png,train/0484.png,
69,069/03.png,train/0485.png,
69,069/04.png,test/0159.png,
69,069/05.png,test/0160.png,
69,069/06.png,test/0161.png,
69,069/07.png,train/0486.png,
69,069/08.png,train/0487.png,
69,069/09.png,train/0488.png,
69,069/01.png,train/0489.png,
69,069/10.png,train/0490.png,
69,069/02.png,train/0492.png,
70,070/01.png,train/0493.png,
70,070/02.png,train/0494.png,
70,070/05.png,train/0495.png,
70,070/03.png,test/0162.png,
70,070/06.png,test/0163.png,
70,070/07.png,test/0164.png,
70,070/08.png,train/0496.png,
70,070/09.png,train/0497.png,
70,070/10.png,train/0498.png,
70,070/04.png,train/0501.png,
71,071/04.png,train/0502.png,
71,071/01.png,train/0503.png,
71,071/05.png,train/0504.png,
71,071/06.png,train/0505.png,
71,071/07.png,train/0506.png,
71,071/02.png,test/0165.png,
71,071/08.png,test/0166.png,
71,071/09.png,test/0167.png,
71,071/10.png,train/0507.png,
71,071/03.png,train/0508.png,Modified (cut in half)
72,072/01.png,train/0509.png,
72,072/02.png,train/0510.png,
72,072/04.png,train/0511.png,
72,072/05.png,train/0512.png,
72,072/06.png,train/0513.png,
72,072/07.png,train/0514.png,
72,072/08.png,train/0515.png,
72,072/09.png,test/0169.png,
72,072/10.png,test/0170.png,
72,072/03.png,test/0172.png,
73,073/04.png,train/0516.png,
73,073/05.png,train/0517.png,
73,073/06.png,train/0518.png,
73,073/07.png,train/0519.png,
73,073/08.png,train/0520.png,
73,073/01.png,train/0521.png,
73,073/09.png,train/0522.png,
73,073/10.png,train/0523.png,
73,073/02.png,train/0524.png,
73,073/03.png,test/0174.png,
74,074/01.png,test/0175.png,
74,074/02.png,test/0176.png,
74,074/03.png,train/0525.png,
74,074/04.png,train/0526.png,
74,074/05.png,train/0527.png,
74,074/06.png,train/0528.png,
74,074/07.png,train/0529.png,
74,074/08.png,train/0530.png,
74,074/09.png,train/0531.png,
74,074/10.png,train/0533.png,
75,075/01.png,train/0534.png,
75,075/02.png,test/0177.png,
75,075/03.png,test/0178.png,
75,075/04.png,test/0179.png,
75,075/05.png,train/0535.png,
75,075/06.png,train/0536.png,
75,075/07.png,train/0537.png,
75,075/08.png,train/0538.png,
75,075/09.png,train/0539.png,
75,075/10.png,train/0541.png,
76,076/03.png,train/0542.png,
76,076/04.png,train/0543.png,
76,076/05.png,train/0544.png,
76,076/06.png,test/0180.png,
76,076/07.png,test/0181.png,
76,076/08.png,test/0182.png,
76,076/09.png,train/0545.png,
76,076/01.png,train/0546.png,
76,076/10.png,train/0547.png,
76,076/02.png,train/0549.png,
77,077/02.png,train/0550.png,
77,077/03.png,train/0551.png,
77,077/04.png,train/0552.png,
77,077/05.png,train/0553.png,
77,077/06.png,train/0554.png,
77,077/07.png,test/0183.png,
77,077/08.png,test/0184.png,
77,077/09.png,test/0185.png,
77,077/10.png,train/0555.png,
77,077/01.png,train/0557.png,
78,078/06.png,train/0558.png,
78,078/03.png,train/0559.png,
78,078/07.png,train/0560.png,
78,078/08.png,train/0561.png,
78,078/04.png,train/0562.png,
78,078/09.png,train/0563.png,
78,078/10.png,train/0564.png,
78,078/05.png,test/0186.png,
78,078/01.png,test/0187.png,
78,078/02.png,test/0188.png,
79,079/02.png,train/0566.png,
79,079/03.png,train/0567.png,
79,079/04.png,train/0568.png,
79,079/01.png,train/0569.png,
79,079/05.png,train/0570.png,
79,079/06.png,train/0571.png,
79,079/07.png,train/0572.png,
79,079/08.png,train/0573.png,
79,079/09.png,train/0574.png,
79,079/10.png,test/0189.png,
80,080/01.png,test/0190.png,
80,080/02.png,test/0191.png,
80,080/03.png,train/0576.png,
80,080/04.png,train/0577.png,
80,080/05.png,train/0578.png,
80,080/06.png,train/0579.png,
80,080/07.png,train/0580.png,
80,080/08.png,train/0581.png,
80,080/09.png,train/0582.png,
80,080/10.png,train/0585.png,
81,081/01.png,train/0586.png,
81,081/05.png,test/0192.png,
81,081/06.png,test/0193.png,
81,081/02.png,test/0194.png,
81,081/03.png,train/0587.png,
81,081/07.png,train/0588.png,
81,081/08.png,train/0589.png,
81,081/09.png,train/0590.png,
81,081/10.png,train/0591.png,
81,081/04.png,train/0593.png,
82,082/03.png,train/0594.png,
82,082/04.png,train/0595.png,
82,082/05.png,train/0596.png,
82,082/06.png,test/0195.png,
82,082/01.png,test/0196.png,
82,082/02.png,test/0197.png,
82,082/07.png,train/0597.png,
82,082/08.png,train/0598.png,
82,082/09.png,train/0599.png,
82,082/10.png,train/0601.png,
83,083/01.png,train/0602.png,
83,083/04.png,train/0603.png,
83,083/05.png,train/0604.png,
83,083/06.png,train/0605.png,
83,083/07.png,train/0606.png,
83,083/02.png,test/0198.png,
83,083/08.png,test/0199.png,
83,083/09.png,test/0200.png,
83,083/10.png,train/0607.png,
83,083/03.png,train/0608.png,
84,084/04.png,train/0609.png,
84,084/05.png,train/0610.png,
84,084/06.png,train/0611.png,
84,084/07.png,train/0612.png,
84,084/01.png,train/0613.png,
84,084/08.png,train/0614.png,
84,084/09.png,train/0615.png,
84,084/10.png,test/0202.png,
84,084/02.png,test/0203.png,
84,084/03.png,test/0205.png,
85,085/01.png,train/0616.png,
85,085/03.png,train/0617.png,
85,085/04.png,train/0618.png,
85,085/05.png,train/0619.png,
85,085/06.png,train/0620.png,
85,085/07.png,train/0621.png,
85,085/08.png,train/0622.png,
85,085/09.png,train/0623.png,
85,085/10.png,train/0624.png,
85,085/02.png,test/0207.png,
86,086/01.png,test/0208.png,
86,086/06.png,test/0209.png,
86,086/07.png,train/0625.png,
86,086/08.png,train/0626.png,
86,086/09.png,train/0627.png,
86,086/10.png,train/0628.png,
86,086/02.png,train/0629.png,
86,086/03.png,train/0630.png,
86,086/04.png,train/0631.png,
86,086/05.png,train/0633.png,
87,087/01.png,train/0634.png,Resave it (srgb)
87,087/04.png,test/0210.png,
87,087/05.png,test/0211.png,
87,087/06.png,test/0212.png,
87,087/02.png,train/0635.png,
87,087/07.png,train/0636.png,
87,087/08.png,train/0637.png,
87,087/09.png,train/0638.png,
87,087/10.png,train/0639.png,
